customer_id;Recency;Frequency;Monetary;R_score;F_score;M_score;RFM_score;Segment
7959;16;1;14471,0;4;2;3;423;Other
7962;79;2;10116,0;3;3;2;332;Other
7963;243;1;3697,0;1;2;1;121;Other
7964;19;1;6484,0;4;2;2;422;Other
7966;114;1;11144,0;3;2;2;322;Other
7967;19;1;11951,0;4;2;3;423;Other
7969;242;1;13794,0;1;2;3;123;Other
7970;12;4;25586,0;4;4;4;444;Champions
7971;17;2;18247,0;4;3;4;434;Champions
7973;214;1;10336,0;2;2;2;222;Other
7975;31;3;33039,0;4;4;4;444;Champions
7978;159;1;1885,0;2;2;1;221;Other
7983;103;1;13905,0;3;2;3;323;Other
7984;145;1;5988,0;2;2;1;221;Other
7985;117;1;692,0;3;2;1;321;Other
7988;172;1;9986,0;2;2;2;222;Other
7990;3;2;21984,0;4;3;4;434;Champions
7991;149;1;1392,0;2;2;1;221;Other
7992;207;1;2097,0;2;2;1;221;Other
7995;330;1;14804,0;1;2;3;123;Other
7996;291;1;5851,0;1;2;1;121;Other
7997;12;2;14675,0;4;3;3;433;Other
7998;55;3;23075,0;4;4;4;444;Champions
7999;189;3;17503,0;2;4;4;244;Other
8001;66;2;14485,0;3;3;3;333;Other
8003;365;1;7653,0;1;2;2;122;Other
8005;356;1;14323,0;1;2;3;123;Other
8007;363;1;6534,0;1;2;2;122;Other
8008;320;1;10538,0;1;2;2;122;Other
8009;238;1;1991,0;1;2;1;121;Other
8010;113;2;8037,0;3;3;2;332;Other
8012;37;2;9702,0;4;3;2;432;Loyal
8013;78;1;6469,0;3;2;2;322;Other
8014;319;1;10643,0;1;2;2;122;Other
8015;231;1;14966,0;2;2;3;223;Other
8016;184;1;7528,0;2;2;2;222;Other
8017;98;3;33316,0;3;4;4;344;Champions
8018;319;2;17300,0;1;3;4;134;Other
8020;146;4;34997,0;2;4;4;244;Other
8023;203;1;4050,0;2;2;1;221;Other
8025;33;1;11644,0;4;2;3;423;Other
8030;57;1;14258,0;4;2;3;423;Other
8035;151;3;20370,0;2;4;4;244;Other
8036;20;4;21081,0;4;4;4;444;Champions
8038;101;1;3002,0;3;2;1;321;Other
8039;307;1;11497,0;1;2;2;122;Other
8040;69;1;12420,0;3;2;3;323;Other
8042;252;1;4120,0;1;2;1;121;Other
8043;265;1;5646,0;1;2;1;121;Other
8044;312;2;13492,0;1;3;3;133;Other
8045;12;3;17442,0;4;4;4;444;Champions
8046;362;1;5346,0;1;2;1;121;Other
8047;178;1;11983,0;2;2;3;223;Other
8048;232;1;14990,0;2;2;3;223;Other
8049;165;1;10328,0;2;2;2;222;Other
8050;144;5;51810,0;2;4;4;244;Other
8053;15;1;1671,0;4;2;1;421;Other
8054;42;3;19092,0;4;4;4;444;Champions
8057;365;1;12190,0;1;2;3;123;Other
8058;116;3;22039,0;3;4;4;344;Champions
8060;211;2;17443,0;2;3;4;234;Other
8061;130;1;6224,0;3;2;1;321;Other
8062;220;1;3498,0;2;2;1;221;Other
8063;80;2;15287,0;3;3;3;333;Other
8064;192;2;5714,0;2;3;1;231;Other
8065;77;3;29761,0;3;4;4;344;Champions
8069;32;3;18218,0;4;4;4;444;Champions
8070;273;1;3808,0;1;2;1;121;Other
8071;84;4;38361,0;3;4;4;344;Champions
8075;128;1;1824,0;3;2;1;321;Other
8076;277;1;969,0;1;2;1;121;Other
8077;78;1;7066,0;3;2;2;322;Other
8078;326;1;12392,0;1;2;3;123;Other
8080;334;1;12677,0;1;2;3;123;Other
8082;130;2;11411,0;3;3;2;332;Other
8084;78;2;3249,0;3;3;1;331;Other
8086;34;2;12738,0;4;3;3;433;Other
8087;154;1;2951,0;2;2;1;221;Other
8088;43;5;37083,0;4;4;4;444;Champions
8091;39;2;15371,0;4;3;3;433;Other
8092;35;1;5347,0;4;2;1;421;Other
8094;262;1;4561,0;1;2;1;121;Other
8095;154;2;7773,0;2;3;2;232;Other
8096;191;1;2882,0;2;2;1;221;Other
8099;20;1;9696,0;4;2;2;422;Other
8102;302;1;14360,0;1;2;3;123;Other
8106;240;2;9719,0;1;3;2;132;Other
8107;20;2;2735,0;4;3;1;431;Loyal
8108;155;1;11803,0;2;2;3;223;Other
8109;240;1;994,0;1;2;1;121;Other
8110;176;2;26990,0;2;3;4;234;Other
8112;276;1;3252,0;1;2;1;121;Other
8113;129;2;15166,0;3;3;3;333;Other
8114;203;1;2578,0;2;2;1;221;Other
8116;199;2;10077,0;2;3;2;232;Other
8118;40;2;17146,0;4;3;4;434;Champions
8120;108;2;21772,0;3;3;4;334;Other
8122;109;2;11773,0;3;3;3;333;Other
8124;131;2;15563,0;3;3;3;333;Other
8126;159;1;2223,0;2;2;1;221;Other
8127;272;1;11889,0;1;2;3;123;Other
8130;65;4;30023,0;3;4;4;344;Champions
8133;123;2;17434,0;3;3;4;334;Other
8135;274;1;5347,0;1;2;1;121;Other
8136;190;2;20942,0;2;3;4;234;Other
8137;322;1;1826,0;1;2;1;121;Other
8138;43;3;17511,0;4;4;4;444;Champions
8139;128;1;981,0;3;2;1;321;Other
8140;293;1;3303,0;1;2;1;121;Other
8142;31;3;26278,0;4;4;4;444;Champions
8146;77;2;22576,0;3;3;4;334;Other
8150;56;1;8502,0;4;2;2;422;Other
8153;43;4;21086,0;4;4;4;444;Champions
8154;90;4;37938,0;3;4;4;344;Champions
8155;196;3;8622,0;2;4;2;242;Other
8158;206;1;12224,0;2;2;3;223;Other
8160;29;3;29101,0;4;4;4;444;Champions
8161;12;1;3657,0;4;2;1;421;Other
8162;29;2;9844,0;4;3;2;432;Loyal
8163;66;1;8262,0;3;2;2;322;Other
8164;38;3;24387,0;4;4;4;444;Champions
8165;324;1;6441,0;1;2;2;122;Other
8166;296;1;2422,0;1;2;1;121;Other
8168;336;1;4049,0;1;2;1;121;Other
8170;11;1;10368,0;4;2;2;422;Other
8171;32;3;25280,0;4;4;4;444;Champions
8173;169;2;14765,0;2;3;3;233;Other
8176;81;1;11886,0;3;2;3;323;Other
8178;45;1;8306,0;4;2;2;422;Other
8179;29;1;877,0;4;2;1;421;Other
8180;119;3;21419,0;3;4;4;344;Champions
8181;37;3;27841,0;4;4;4;444;Champions
8183;171;1;8482,0;2;2;2;222;Other
8184;154;3;15730,0;2;4;3;243;Other
8185;96;2;12876,0;3;3;3;333;Other
8186;169;1;13514,0;2;2;3;223;Other
8187;60;2;15858,0;4;3;3;433;Other
8188;23;2;20845,0;4;3;4;434;Champions
8189;203;2;10846,0;2;3;2;232;Other
8190;347;1;7012,0;1;2;2;122;Other
8192;128;3;20181,0;3;4;4;344;Champions
8193;1;3;12040,0;4;4;3;443;Champions
8194;326;1;1956,0;1;2;1;121;Other
8195;2;2;17770,0;4;3;4;434;Champions
8196;356;1;7775,0;1;2;2;122;Other
8200;361;1;4429,0;1;2;1;121;Other
8201;178;1;10910,0;2;2;2;222;Other
8202;64;2;13766,0;3;3;3;333;Other
8203;108;1;10143,0;3;2;2;322;Other
8205;16;2;8011,0;4;3;2;432;Loyal
8211;240;1;5701,0;1;2;1;121;Other
8212;54;3;39787,0;4;4;4;444;Champions
8213;192;2;15214,0;2;3;3;233;Other
8214;112;2;10113,0;3;3;2;332;Other
8215;190;2;15730,0;2;3;3;233;Other
8216;200;1;8895,0;2;2;2;222;Other
8217;236;1;6580,0;1;2;2;122;Other
8218;23;5;34165,0;4;4;4;444;Champions
8219;176;3;20397,0;2;4;4;244;Other
8221;286;1;1938,0;1;2;1;121;Other
8222;37;3;38385,0;4;4;4;444;Champions
8223;153;4;23824,0;2;4;4;244;Other
8227;61;4;35578,0;4;4;4;444;Champions
8228;114;2;3115,0;3;3;1;331;Other
8229;27;3;13117,0;4;4;3;443;Champions
8230;231;2;11713,0;2;3;3;233;Other
8232;335;1;957,0;1;2;1;121;Other
8233;338;1;3010,0;1;2;1;121;Other
8234;166;1;8411,0;2;2;2;222;Other
8235;46;2;18008,0;4;3;4;434;Champions
8236;13;1;7694,0;4;2;2;422;Other
8237;270;1;692,0;1;2;1;121;Other
8239;153;1;4074,0;2;2;1;221;Other
8240;272;1;1794,0;1;2;1;121;Other
8241;256;1;10408,0;1;2;2;122;Other
8242;111;1;9818,0;3;2;2;322;Other
8244;244;1;977,0;1;2;1;121;Other
8246;220;1;10861,0;2;2;2;222;Other
8248;11;3;24166,0;4;4;4;444;Champions
8250;165;1;5653,0;2;2;1;221;Other
8251;47;2;20736,0;4;3;4;434;Champions
8253;31;4;42913,0;4;4;4;444;Champions
8254;134;2;20493,0;3;3;4;334;Other
8255;333;1;1039,0;1;2;1;121;Other
8257;322;1;7035,0;1;2;2;122;Other
8258;40;2;12610,0;4;3;3;433;Other
8260;141;1;8116,0;2;2;2;222;Other
8262;130;1;3566,0;3;2;1;321;Other
8264;81;3;10331,0;3;4;2;342;Other
8266;43;3;26103,0;4;4;4;444;Champions
8267;168;4;35910,0;2;4;4;244;Other
8270;252;1;11815,0;1;2;3;123;Other
8271;10;3;18951,0;4;4;4;444;Champions
8272;123;2;14072,0;3;3;3;333;Other
8274;276;2;11435,0;1;3;2;132;Other
8275;296;1;1327,0;1;2;1;121;Other
8280;178;2;20868,0;2;3;4;234;Other
8283;259;1;14968,0;1;2;3;123;Other
8285;98;2;18253,0;3;3;4;334;Other
8286;293;2;18628,0;1;3;4;134;Other
8288;193;3;21312,0;2;4;4;244;Other
8289;137;1;7964,0;3;2;2;322;Other
8290;9;1;11644,0;4;2;3;423;Other
8291;122;1;8381,0;3;2;2;322;Other
8293;284;1;13360,0;1;2;3;123;Other
8298;156;1;9000,0;2;2;2;222;Other
8299;177;1;8628,0;2;2;2;222;Other
8301;276;1;7049,0;1;2;2;122;Other
8302;24;3;29195,0;4;4;4;444;Champions
8304;321;1;1935,0;1;2;1;121;Other
8305;129;2;16525,0;3;3;3;333;Other
8307;110;1;9602,0;3;2;2;322;Other
8309;48;1;3421,0;4;2;1;421;Other
8310;170;1;9602,0;2;2;2;222;Other
8313;302;1;4157,0;1;2;1;121;Other
8314;120;2;21788,0;3;3;4;334;Other
8315;44;3;20114,0;4;4;4;444;Champions
8316;58;1;14627,0;4;2;3;423;Other
8317;55;1;8937,0;4;2;2;422;Other
8319;33;3;41617,0;4;4;4;444;Champions
8320;88;1;10749,0;3;2;2;322;Other
8322;44;2;23752,0;4;3;4;434;Champions
8324;37;1;5462,0;4;2;1;421;Other
8325;232;1;4030,0;2;2;1;221;Other
8326;28;4;39188,0;4;4;4;444;Champions
8327;28;3;17425,0;4;4;4;444;Champions
8328;360;1;8514,0;1;2;2;122;Other
8330;189;1;4030,0;2;2;1;221;Other
8332;66;3;6837,0;3;4;2;342;Other
8334;8;1;13453,0;4;2;3;423;Other
8335;31;2;21659,0;4;3;4;434;Champions
8337;355;1;2988,0;1;2;1;121;Other
8339;198;1;8720,0;2;2;2;222;Other
8340;167;2;24558,0;2;3;4;234;Other
8342;56;2;13138,0;4;3;3;433;Other
8343;43;1;2307,0;4;2;1;421;Other
8344;288;1;7316,0;1;2;2;122;Other
8345;41;3;25984,0;4;4;4;444;Champions
8346;251;1;12411,0;1;2;3;123;Other
8347;217;1;881,0;2;2;1;221;Other
8348;86;3;13639,0;3;4;3;343;Other
8350;156;1;5752,0;2;2;1;221;Other
8351;26;1;13431,0;4;2;3;423;Other
8352;101;1;9986,0;3;2;2;322;Other
8353;94;3;17048,0;3;4;3;343;Other
8354;222;1;2430,0;2;2;1;221;Other
8360;49;3;27195,0;4;4;4;444;Champions
8361;40;1;6144,0;4;2;1;421;Other
8362;277;1;3310,0;1;2;1;121;Other
8364;122;1;745,0;3;2;1;321;Other
8366;117;2;12235,0;3;3;3;333;Other
8367;71;4;29020,0;3;4;4;344;Champions
8368;115;3;24335,0;3;4;4;344;Champions
8369;54;2;9169,0;4;3;2;432;Loyal
8370;131;2;17698,0;3;3;4;334;Other
8372;37;2;14083,0;4;3;3;433;Other
8374;310;1;7627,0;1;2;2;122;Other
8377;16;2;28594,0;4;3;4;434;Champions
8378;316;3;30698,0;1;4;4;144;Other
8380;24;2;12531,0;4;3;3;433;Other
8382;224;2;12540,0;2;3;3;233;Other
8384;323;1;9523,0;1;2;2;122;Other
8387;146;2;21889,0;2;3;4;234;Other
8388;264;1;11343,0;1;2;2;122;Other
8389;103;2;7194,0;3;3;2;332;Other
8391;32;1;9398,0;4;2;2;422;Other
8392;69;1;7098,0;3;2;2;322;Other
8393;236;2;18824,0;1;3;4;134;Other
8394;30;1;7480,0;4;2;2;422;Other
8395;95;2;12188,0;3;3;3;333;Other
8396;256;2;11961,0;1;3;3;133;Other
8397;204;1;11440,0;2;2;2;222;Other
8398;132;1;5755,0;3;2;1;321;Other
8400;58;2;17004,0;4;3;3;433;Other
8401;322;1;5297,0;1;2;1;121;Other
8402;35;1;6179,0;4;2;1;421;Other
8403;33;2;19576,0;4;3;4;434;Champions
8406;351;1;4938,0;1;2;1;121;Other
8410;359;1;3425,0;1;2;1;121;Other
8411;51;2;15948,0;4;3;3;433;Other
8412;35;1;6052,0;4;2;1;421;Other
8414;114;1;14550,0;3;2;3;323;Other
8416;169;2;19823,0;2;3;4;234;Other
8417;115;1;14718,0;3;2;3;323;Other
8421;40;2;17604,0;4;3;4;434;Champions
8422;244;1;4933,0;1;2;1;121;Other
8423;242;1;9817,0;1;2;2;122;Other
8425;146;1;5653,0;2;2;1;221;Other
8426;109;2;8876,0;3;3;2;332;Other
8427;185;2;22497,0;2;3;4;234;Other
8428;306;1;2042,0;1;2;1;121;Other
8429;67;1;5636,0;3;2;1;321;Other
8431;32;2;17243,0;4;3;4;434;Champions
8432;239;1;5971,0;1;2;1;121;Other
8434;13;2;14996,0;4;3;3;433;Other
8435;230;2;16778,0;2;3;3;233;Other
8436;142;3;29614,0;2;4;4;244;Other
8439;141;3;24406,0;2;4;4;244;Other
8440;217;1;6785,0;2;2;2;222;Other
8441;1;5;38451,0;4;4;4;444;Champions
8442;68;1;5096,0;3;2;1;321;Other
8443;163;1;3658,0;2;2;1;221;Other
8444;220;3;12390,0;2;4;3;243;Other
8446;164;1;13725,0;2;2;3;223;Other
8447;157;1;2603,0;2;2;1;221;Other
8448;144;1;4488,0;2;2;1;221;Other
8449;315;1;8430,0;1;2;2;122;Other
8450;293;1;3272,0;1;2;1;121;Other
8454;39;2;12326,0;4;3;3;433;Other
8455;246;1;2873,0;1;2;1;121;Other
8457;28;2;13297,0;4;3;3;433;Other
8458;10;4;20077,0;4;4;4;444;Champions
8459;316;1;13356,0;1;2;3;123;Other
8460;167;1;10500,0;2;2;2;222;Other
8461;293;1;1255,0;1;2;1;121;Other
8462;147;3;13751,0;2;4;3;243;Other
8463;3;3;23376,0;4;4;4;444;Champions
8465;37;3;23453,0;4;4;4;444;Champions
8467;288;1;10102,0;1;2;2;122;Other
8470;35;3;23261,0;4;4;4;444;Champions
8471;42;1;4706,0;4;2;1;421;Other
8475;32;4;31975,0;4;4;4;444;Champions
8477;340;1;11326,0;1;2;2;122;Other
8478;190;1;13391,0;2;2;3;223;Other
8480;176;2;23919,0;2;3;4;234;Other
8481;188;3;34273,0;2;4;4;244;Other
8483;90;1;1554,0;3;2;1;321;Other
8484;354;1;14534,0;1;2;3;123;Other
8488;56;1;2051,0;4;2;1;421;Other
8490;65;2;19417,0;3;3;4;334;Other
8491;31;2;14366,0;4;3;3;433;Other
8492;76;1;14627,0;3;2;3;323;Other
8493;291;1;14156,0;1;2;3;123;Other
8495;238;2;1783,0;1;3;1;131;Other
8497;337;1;1582,0;1;2;1;121;Other
8500;105;3;14995,0;3;4;3;343;Other
8502;104;2;19944,0;3;3;4;334;Other
8503;138;3;16589,0;3;4;3;343;Other
8504;25;1;13476,0;4;2;3;423;Other
8507;358;1;4178,0;1;2;1;121;Other
8508;137;3;6445,0;3;4;2;342;Other
8509;116;3;24174,0;3;4;4;344;Champions
8511;248;2;10014,0;1;3;2;132;Other
8512;29;1;4181,0;4;2;1;421;Other
8514;112;1;10106,0;3;2;2;322;Other
8515;21;2;11814,0;4;3;3;433;Other
8518;120;1;2765,0;3;2;1;321;Other
8519;174;2;4640,0;2;3;1;231;Other
8520;247;3;27956,0;1;4;4;144;Other
8521;121;1;2353,0;3;2;1;321;Other
8522;194;1;2727,0;2;2;1;221;Other
8523;28;2;28222,0;4;3;4;434;Champions
8527;43;1;14395,0;4;2;3;423;Other
8530;131;3;20814,0;3;4;4;344;Champions
8531;136;1;11084,0;3;2;2;322;Other
8532;242;2;18746,0;1;3;4;134;Other
8533;85;2;21407,0;3;3;4;334;Other
8534;18;1;3580,0;4;2;1;421;Other
8535;212;3;19928,0;2;4;4;244;Other
8536;256;1;1228,0;1;2;1;121;Other
8537;206;2;15259,0;2;3;3;233;Other
8538;97;2;6616,0;3;3;2;332;Other
8539;290;1;14862,0;1;2;3;123;Other
8540;41;3;15427,0;4;4;3;443;Champions
8541;244;2;8831,0;1;3;2;132;Other
8542;227;1;13033,0;2;2;3;223;Other
8546;246;1;7387,0;1;2;2;122;Other
8548;38;2;22627,0;4;3;4;434;Champions
8549;246;2;6515,0;1;3;2;132;Other
8550;110;3;30047,0;3;4;4;344;Champions
8551;6;1;7062,0;4;2;2;422;Other
8552;343;1;14447,0;1;2;3;123;Other
8555;5;2;20788,0;4;3;4;434;Champions
8557;115;2;19491,0;3;3;4;334;Other
8558;88;1;3990,0;3;2;1;321;Other
8559;49;1;7059,0;4;2;2;422;Other
8561;156;1;8695,0;2;2;2;222;Other
8562;56;1;13184,0;4;2;3;423;Other
8567;325;1;12164,0;1;2;3;123;Other
8568;104;5;37306,0;3;4;4;344;Champions
8569;41;3;27650,0;4;4;4;444;Champions
8570;240;4;24484,0;1;4;4;144;Other
8571;81;2;13114,0;3;3;3;333;Other
8574;104;1;9231,0;3;2;2;322;Other
8576;246;3;17743,0;1;4;4;144;Other
8577;126;2;4704,0;3;3;1;331;Other
8578;123;2;7825,0;3;3;2;332;Other
8579;292;1;987,0;1;2;1;121;Other
8580;292;1;1390,0;1;2;1;121;Other
8582;129;2;10208,0;3;3;2;332;Other
8583;275;1;6745,0;1;2;2;122;Other
8584;9;1;4621,0;4;2;1;421;Other
8585;361;1;8432,0;1;2;2;122;Other
8587;114;1;10166,0;3;2;2;322;Other
8588;330;1;13920,0;1;2;3;123;Other
8590;126;1;10862,0;3;2;2;322;Other
8591;80;1;3172,0;3;2;1;321;Other
8592;30;3;34388,0;4;4;4;444;Champions
8593;216;1;3508,0;2;2;1;221;Other
8595;281;2;11547,0;1;3;3;133;Other
8596;11;3;27062,0;4;4;4;444;Champions
8597;21;3;9608,0;4;4;2;442;Loyal
8598;15;2;26848,0;4;3;4;434;Champions
8599;50;1;4237,0;4;2;1;421;Other
8601;200;1;3263,0;2;2;1;221;Other
8602;176;1;13234,0;2;2;3;223;Other
8604;165;2;6691,0;2;3;2;232;Other
8606;23;2;8644,0;4;3;2;432;Loyal
8608;25;2;15173,0;4;3;3;433;Other
8609;281;1;14411,0;1;2;3;123;Other
8611;338;1;1141,0;1;2;1;121;Other
8612;44;3;12204,0;4;4;3;443;Champions
8613;148;1;14398,0;2;2;3;223;Other
8614;124;2;27239,0;3;3;4;334;Other
8615;13;3;31563,0;4;4;4;444;Champions
8617;127;2;11487,0;3;3;2;332;Other
8618;244;1;9079,0;1;2;2;122;Other
8619;283;1;9220,0;1;2;2;122;Other
8620;156;1;7850,0;2;2;2;222;Other
8621;69;3;32935,0;3;4;4;344;Champions
8622;6;3;32227,0;4;4;4;444;Champions
8623;278;1;3676,0;1;2;1;121;Other
8624;74;2;7442,0;3;3;2;332;Other
8625;44;2;13382,0;4;3;3;433;Other
8626;303;1;969,0;1;2;1;121;Other
8627;260;2;10549,0;1;3;2;132;Other
8630;107;2;18810,0;3;3;4;334;Other
8632;179;3;29025,0;2;4;4;244;Other
8634;317;1;7405,0;1;2;2;122;Other
8638;261;2;23108,0;1;3;4;134;Other
8639;118;1;11144,0;3;2;2;322;Other
8641;257;1;10740,0;1;2;2;122;Other
8644;353;1;4726,0;1;2;1;121;Other
8646;190;1;3872,0;2;2;1;221;Other
8647;228;1;14554,0;2;2;3;223;Other
8649;294;1;13692,0;1;2;3;123;Other
8652;131;2;17830,0;3;3;4;334;Other
8653;224;1;2773,0;2;2;1;221;Other
8656;39;2;10476,0;4;3;2;432;Loyal
8657;211;3;16156,0;2;4;3;243;Other
8659;140;2;9792,0;2;3;2;232;Other
8662;66;3;31219,0;3;4;4;344;Champions
8666;320;1;2014,0;1;2;1;121;Other
8668;78;1;2093,0;3;2;1;321;Other
8670;332;1;9821,0;1;2;2;122;Other
8672;190;2;18944,0;2;3;4;234;Other
8675;86;1;6062,0;3;2;1;321;Other
8677;73;2;18333,0;3;3;4;334;Other
8679;352;1;2825,0;1;2;1;121;Other
8681;128;2;5519,0;3;3;1;331;Other
8682;224;1;14627,0;2;2;3;223;Other
8684;272;1;13770,0;1;2;3;123;Other
8686;78;2;23883,0;3;3;4;334;Other
8687;114;2;13607,0;3;3;3;333;Other
8690;227;2;16828,0;2;3;3;233;Other
8691;5;4;30675,0;4;4;4;444;Champions
8692;58;1;1288,0;4;2;1;421;Other
8693;13;4;23729,0;4;4;4;444;Champions
8694;292;1;4077,0;1;2;1;121;Other
8697;191;1;5005,0;2;2;1;221;Other
8698;183;2;16390,0;2;3;3;233;Other
8699;269;1;7082,0;1;2;2;122;Other
8700;57;2;15912,0;4;3;3;433;Other
8701;172;1;10279,0;2;2;2;222;Other
8702;261;1;7208,0;1;2;2;122;Other
8703;65;1;11398,0;3;2;2;322;Other
8704;75;1;3071,0;3;2;1;321;Other
8706;195;2;15425,0;2;3;3;233;Other
8707;87;2;17633,0;3;3;4;334;Other
8708;104;2;19053,0;3;3;4;334;Other
8709;79;2;14943,0;3;3;3;333;Other
8712;59;1;4350,0;4;2;1;421;Other
8713;26;2;14288,0;4;3;3;433;Other
8715;51;2;17152,0;4;3;4;434;Champions
8716;205;1;924,0;2;2;1;221;Other
8717;329;1;7999,0;1;2;2;122;Other
8718;232;1;4923,0;2;2;1;221;Other
8719;273;1;13905,0;1;2;3;123;Other
8722;35;4;11817,0;4;4;3;443;Champions
8723;364;1;11754,0;1;2;3;123;Other
8725;166;2;11458,0;2;3;2;232;Other
8726;195;2;20209,0;2;3;4;234;Other
8727;24;3;24207,0;4;4;4;444;Champions
8729;5;1;9912,0;4;2;2;422;Other
8730;40;2;19802,0;4;3;4;434;Champions
8731;200;1;2505,0;2;2;1;221;Other
8733;178;3;20480,0;2;4;4;244;Other
8734;9;2;19137,0;4;3;4;434;Champions
8735;46;1;11292,0;4;2;2;422;Other
8736;325;1;10385,0;1;2;2;122;Other
8737;144;2;11098,0;2;3;2;232;Other
8739;79;2;17895,0;3;3;4;334;Other
8741;182;1;13612,0;2;2;3;223;Other
8742;186;2;12092,0;2;3;3;233;Other
8752;301;1;4440,0;1;2;1;121;Other
8754;182;2;18907,0;2;3;4;234;Other
8755;193;1;6367,0;2;2;1;221;Other
8759;42;1;854,0;4;2;1;421;Other
8760;122;1;12833,0;3;2;3;323;Other
8761;51;1;8354,0;4;2;2;422;Other
8763;132;2;20280,0;3;3;4;334;Other
8767;78;2;18809,0;3;3;4;334;Other
8768;299;2;10142,0;1;3;2;132;Other
8769;263;1;2308,0;1;2;1;121;Other
8771;254;2;22213,0;1;3;4;134;Other
8772;266;1;13968,0;1;2;3;123;Other
8773;164;1;4030,0;2;2;1;221;Other
8774;4;3;17159,0;4;4;4;444;Champions
8775;130;2;20740,0;3;3;4;334;Other
8776;198;3;12566,0;2;4;3;243;Other
8779;50;3;23267,0;4;4;4;444;Champions
8780;19;1;3133,0;4;2;1;421;Other
8782;119;2;6219,0;3;3;1;331;Other
8784;43;1;2745,0;4;2;1;421;Other
8785;147;2;6113,0;2;3;1;231;Other
8786;177;2;12354,0;2;3;3;233;Other
8787;294;1;6599,0;1;2;2;122;Other
8788;119;2;7400,0;3;3;2;332;Other
8789;65;1;2526,0;3;2;1;321;Other
8791;6;2;23718,0;4;3;4;434;Champions
8792;117;2;17570,0;3;3;4;334;Other
8794;148;1;7472,0;2;2;2;222;Other
8797;7;3;30535,0;4;4;4;444;Champions
8800;146;1;2026,0;2;2;1;221;Other
8801;244;1;9006,0;1;2;2;122;Other
8805;166;2;16839,0;2;3;3;233;Other
8806;13;4;27703,0;4;4;4;444;Champions
8808;33;2;21206,0;4;3;4;434;Champions
8809;84;1;5505,0;3;2;1;321;Other
8810;35;2;19747,0;4;3;4;434;Champions
8811;177;1;12430,0;2;2;3;223;Other
8812;135;2;24013,0;3;3;4;334;Other
8815;273;1;7638,0;1;2;2;122;Other
8816;149;2;27107,0;2;3;4;234;Other
8817;14;2;16125,0;4;3;3;433;Other
8818;177;2;26455,0;2;3;4;234;Other
8819;107;2;13936,0;3;3;3;333;Other
8820;206;1;12659,0;2;2;3;223;Other
8822;180;1;5799,0;2;2;1;221;Other
8823;279;1;14645,0;1;2;3;123;Other
8824;235;2;16715,0;1;3;3;133;Other
8826;6;3;19342,0;4;4;4;444;Champions
8828;8;2;10813,0;4;3;2;432;Loyal
8829;130;3;36568,0;3;4;4;344;Champions
8830;153;1;745,0;2;2;1;221;Other
8831;43;2;11588,0;4;3;3;433;Other
8832;142;1;1582,0;2;2;1;221;Other
8833;216;1;6213,0;2;2;1;221;Other
8834;103;2;15268,0;3;3;3;333;Other
8835;278;2;21335,0;1;3;4;134;Other
8836;266;1;9643,0;1;2;2;122;Other
8837;111;1;13348,0;3;2;3;323;Other
8839;34;1;6865,0;4;2;2;422;Other
8842;81;2;19751,0;3;3;4;334;Other
8843;176;1;13573,0;2;2;3;223;Other
8844;184;4;28315,0;2;4;4;244;Other
8845;89;3;22673,0;3;4;4;344;Champions
8846;275;1;8146,0;1;2;2;122;Other
8850;72;1;4307,0;3;2;1;321;Other
8851;348;1;10839,0;1;2;2;122;Other
8852;144;2;12455,0;2;3;3;233;Other
8853;28;2;21159,0;4;3;4;434;Champions
8854;238;1;5123,0;1;2;1;121;Other
8855;236;2;7878,0;1;3;2;132;Other
8856;46;3;20693,0;4;4;4;444;Champions
8858;140;4;41526,0;2;4;4;244;Other
8860;225;1;4757,0;2;2;1;221;Other
8861;43;1;8775,0;4;2;2;422;Other
8862;3;2;18667,0;4;3;4;434;Champions
8863;26;2;2639,0;4;3;1;431;Loyal
8865;50;2;8298,0;4;3;2;432;Loyal
8866;214;1;5900,0;2;2;1;221;Other
8867;264;1;10257,0;1;2;2;122;Other
8869;296;1;990,0;1;2;1;121;Other
8871;114;1;14525,0;3;2;3;323;Other
8872;114;3;37628,0;3;4;4;344;Champions
8873;56;3;25498,0;4;4;4;444;Champions
8874;254;1;10542,0;1;2;2;122;Other
8875;30;1;5752,0;4;2;1;421;Other
8876;99;1;11436,0;3;2;2;322;Other
8877;133;3;27806,0;3;4;4;344;Champions
8879;346;2;13283,0;1;3;3;133;Other
8880;313;1;5442,0;1;2;1;121;Other
8885;208;2;20730,0;2;3;4;234;Other
8886;115;3;25111,0;3;4;4;344;Champions
8887;168;1;3410,0;2;2;1;221;Other
8888;6;1;5072,0;4;2;1;421;Other
8889;67;2;12837,0;3;3;3;333;Other
8891;216;1;13164,0;2;2;3;223;Other
8892;79;3;24861,0;3;4;4;344;Champions
8893;268;1;11133,0;1;2;2;122;Other
8894;39;1;1176,0;4;2;1;421;Other
8895;85;2;24093,0;3;3;4;334;Other
8896;4;1;12128,0;4;2;3;423;Other
8897;319;1;8321,0;1;2;2;122;Other
8898;7;2;13009,0;4;3;3;433;Other
8899;134;1;4630,0;3;2;1;321;Other
8901;55;2;12150,0;4;3;3;433;Other
8903;107;2;26465,0;3;3;4;334;Other
8904;98;3;6657,0;3;4;2;342;Other
8905;72;2;5689,0;3;3;1;331;Other
8906;29;1;1064,0;4;2;1;421;Other
