customer_id;age;gender;typical_size;city;club_member_status;registration_date
7691;54;F;56;Екатеринбург;ACTIVE;2025-04-03
7692;65;F;52;СПб;ACTIVE;2025-04-01
7693;38;M;46;Казань;PREMIUM;2025-01-31
7694;23;F;40;СПб;PREMIUM;2025-01-19
7695;53;F;46;Екатеринбург;ACTIVE;2025-01-22
7696;54;F;46;Екатеринбург;PREMIUM;2025-03-02
7697;45;M;52;Москва;ACTIVE;2025-02-27
7698;39;M;50;Челябинск;PREMIUM;2025-01-30
7699;48;F;50;Нижний Новгород;INACTIVE;2025-03-22
7700;68;M;44;Нижний Новгород;ACTIVE;2025-02-09
7701;51;F;50;Нижний Новгород;ACTIVE;2025-01-07
7702;22;F;42;Екатеринбург;ACTIVE;2025-01-22
7703;18;F;56;СПб;ACTIVE;2025-01-06
7704;38;F;40;Екатеринбург;INACTIVE;2025-02-26
7705;29;F;48;СПб;INACTIVE;2025-03-06
7706;67;M;46;Челябинск;INACTIVE;2025-02-23
7707;32;Unisex;54;Челябинск;INACTIVE;2025-01-30
7708;46;M;44;Екатеринбург;PREMIUM;2025-01-08
7709;20;M;46;Челябинск;INACTIVE;2025-02-02
7710;53;M;54;Челябинск;ACTIVE;2025-02-07
7711;64;M;40;Екатеринбург;PREMIUM;2025-01-25
7712;62;M;40;Новосибирск;ACTIVE;2025-03-25
7713;38;F;46;Казань;ACTIVE;2025-03-28
7714;61;Unisex;50;Москва;ACTIVE;2025-03-23
7715;48;F;42;СПб;PREMIUM;2025-03-06
7716;68;M;52;Екатеринбург;PREMIUM;2025-01-31
7717;44;F;56;Нижний Новгород;ACTIVE;2025-03-21
7718;44;M;56;СПб;ACTIVE;2025-02-11
7719;43;F;42;Нижний Новгород;INACTIVE;2025-02-13
7720;63;M;40;Москва;INACTIVE;2025-03-19
7721;47;F;40;СПб;INACTIVE;2025-01-10
7722;20;F;46;Новосибирск;ACTIVE;2025-04-06
7723;56;M;50;Казань;PREMIUM;2025-03-11
7724;60;M;50;Москва;INACTIVE;2025-03-21
7725;40;F;54;Екатеринбург;ACTIVE;2025-02-12
7726;43;Unisex;56;Челябинск;INACTIVE;2025-01-01
7727;28;F;56;Екатеринбург;ACTIVE;2025-02-06
7728;66;M;50;Екатеринбург;INACTIVE;2025-04-05
7729;23;F;48;СПб;ACTIVE;2025-01-10
7730;28;F;56;Екатеринбург;ACTIVE;2025-01-06
7731;67;M;56;Екатеринбург;ACTIVE;2025-02-12
7732;30;F;42;Москва;INACTIVE;2025-02-05
7733;43;M;40;Челябинск;INACTIVE;2025-02-03
7734;54;F;50;Новосибирск;ACTIVE;2025-01-06
7735;22;F;56;Нижний Новгород;ACTIVE;2025-03-25
7736;44;F;48;Москва;ACTIVE;2025-02-22
7737;64;F;52;Челябинск;PREMIUM;2025-03-14
7738;40;F;52;Челябинск;ACTIVE;2025-03-02
7739;31;F;54;Москва;INACTIVE;2025-01-16
7740;62;F;52;Нижний Новгород;ACTIVE;2025-01-18
7741;30;M;54;Екатеринбург;INACTIVE;2025-01-27
7742;25;F;54;СПб;PREMIUM;2025-02-14
7743;24;F;42;Екатеринбург;ACTIVE;2025-04-07
7744;58;F;48;Нижний Новгород;PREMIUM;2025-03-05
7745;69;F;50;Новосибирск;ACTIVE;2025-03-27
7746;37;F;56;Челябинск;ACTIVE;2025-03-12
7747;63;Unisex;50;Челябинск;ACTIVE;2025-03-25
7748;67;F;40;Екатеринбург;PREMIUM;2025-03-24
7749;28;F;40;Екатеринбург;ACTIVE;2025-01-08
7750;69;F;54;Казань;ACTIVE;2025-03-13
7751;32;F;50;СПб;INACTIVE;2025-04-01
7752;50;M;50;Екатеринбург;ACTIVE;2025-04-04
7753;54;F;44;Нижний Новгород;ACTIVE;2025-01-02
7754;50;M;46;Казань;INACTIVE;2025-01-09
7755;61;Unisex;56;Нижний Новгород;ACTIVE;2025-03-26
7756;23;Unisex;56;Казань;INACTIVE;2025-03-09
7757;41;Unisex;42;Казань;ACTIVE;2025-01-05
7758;67;F;52;Новосибирск;ACTIVE;2025-03-02
7759;39;M;48;СПб;ACTIVE;2025-02-12
7760;40;F;56;Москва;PREMIUM;2025-01-30
7761;46;F;48;Казань;ACTIVE;2025-02-11
7762;64;F;46;Екатеринбург;INACTIVE;2025-03-04
7763;46;M;52;СПб;INACTIVE;2025-03-06
7764;24;F;56;Новосибирск;ACTIVE;2025-02-13
7765;39;M;50;Нижний Новгород;ACTIVE;2025-03-20
7766;61;F;44;СПб;ACTIVE;2025-03-14
7767;30;M;48;Казань;ACTIVE;2025-03-03
7768;67;M;52;Казань;ACTIVE;2025-02-07
7769;46;M;40;Екатеринбург;PREMIUM;2025-01-20
7770;40;F;50;СПб;INACTIVE;2025-01-21
7771;22;F;40;Челябинск;INACTIVE;2025-04-09
7772;50;F;40;СПб;PREMIUM;2025-02-24
7773;29;F;52;Екатеринбург;ACTIVE;2025-03-07
7774;55;M;56;Новосибирск;ACTIVE;2025-01-31
7775;42;F;44;Нижний Новгород;ACTIVE;2025-01-23
7776;65;F;46;Нижний Новгород;INACTIVE;2025-03-13
7777;31;F;44;Челябинск;PREMIUM;2025-01-08
7778;61;M;56;Новосибирск;PREMIUM;2025-02-04
7779;60;F;52;СПб;INACTIVE;2025-01-05
7780;46;F;48;Новосибирск;ACTIVE;2025-03-25
7781;34;F;46;СПб;ACTIVE;2025-01-15
7782;47;M;46;Нижний Новгород;INACTIVE;2025-03-16
7783;31;M;40;Челябинск;INACTIVE;2025-03-05
7784;52;Unisex;42;Екатеринбург;INACTIVE;2025-01-13
7785;35;M;42;Москва;ACTIVE;2025-01-27
7786;20;F;50;СПб;INACTIVE;2025-01-23
7787;24;M;44;Челябинск;PREMIUM;2025-02-21
7788;54;F;50;Казань;INACTIVE;2025-01-23
7789;52;F;46;Челябинск;ACTIVE;2025-01-18
7790;68;M;48;Челябинск;INACTIVE;2025-02-18
7791;28;F;46;Нижний Новгород;ACTIVE;2025-02-16
7792;21;Unisex;56;Новосибирск;ACTIVE;2025-01-02
7793;45;F;42;СПб;INACTIVE;2025-02-10
7794;18;F;46;Екатеринбург;ACTIVE;2025-03-25
7795;46;F;52;Челябинск;PREMIUM;2025-02-08
7796;42;F;40;Челябинск;ACTIVE;2025-03-16
7797;23;F;56;СПб;ACTIVE;2025-01-27
7798;38;F;42;СПб;INACTIVE;2025-01-09
7799;41;F;54;Нижний Новгород;ACTIVE;2025-04-02
7800;40;M;56;Екатеринбург;ACTIVE;2025-04-04
7801;44;F;54;Москва;PREMIUM;2025-02-10
7802;36;F;42;Нижний Новгород;ACTIVE;2025-02-12
7803;32;F;54;Казань;ACTIVE;2025-03-28
7804;51;M;44;Екатеринбург;INACTIVE;2025-03-09
7805;46;Unisex;52;СПб;INACTIVE;2025-02-10
7806;19;F;48;СПб;INACTIVE;2025-01-10
7807;18;F;44;Москва;INACTIVE;2025-03-26
7808;20;F;42;Челябинск;INACTIVE;2025-03-15
7809;41;F;40;Москва;PREMIUM;2025-03-03
7810;46;F;44;Москва;INACTIVE;2025-02-08
7811;24;F;56;Казань;INACTIVE;2025-03-13
7812;54;Unisex;46;Новосибирск;INACTIVE;2025-03-01
7813;60;F;46;Казань;ACTIVE;2025-02-06
7814;54;M;52;СПб;ACTIVE;2025-02-24
7815;23;F;40;СПб;ACTIVE;2025-01-31
7816;28;M;40;Новосибирск;ACTIVE;2025-01-30
7817;20;M;54;Новосибирск;PREMIUM;2025-03-17
7818;66;F;52;Новосибирск;ACTIVE;2025-02-19
7819;25;F;52;Новосибирск;ACTIVE;2025-01-13
7820;29;M;40;Москва;INACTIVE;2025-01-27
7821;32;F;46;Москва;ACTIVE;2025-02-02
7822;43;F;48;Казань;PREMIUM;2025-02-14
7823;33;F;48;Новосибирск;PREMIUM;2025-02-07
7824;22;M;42;Екатеринбург;ACTIVE;2025-02-10
7825;20;F;54;Москва;INACTIVE;2025-01-05
7826;56;Unisex;44;Нижний Новгород;ACTIVE;2025-01-02
7827;51;F;40;Челябинск;ACTIVE;2025-03-01
7828;39;M;44;Москва;ACTIVE;2025-01-14
7829;32;F;42;Нижний Новгород;ACTIVE;2025-03-10
7830;18;F;46;Новосибирск;INACTIVE;2025-02-14
7831;26;F;56;Новосибирск;PREMIUM;2025-02-01
7832;34;M;48;Москва;ACTIVE;2025-01-16
7833;35;F;48;Новосибирск;PREMIUM;2025-01-29
7834;60;F;46;Нижний Новгород;ACTIVE;2025-03-27
7835;39;F;46;Екатеринбург;ACTIVE;2025-03-13
7836;69;M;44;Казань;ACTIVE;2025-01-20
7837;47;F;56;Нижний Новгород;ACTIVE;2025-02-19
7838;21;F;56;Казань;ACTIVE;2025-04-08
7839;65;M;50;Новосибирск;ACTIVE;2025-03-06
7840;55;F;40;СПб;ACTIVE;2025-03-28
7841;43;Unisex;46;Нижний Новгород;ACTIVE;2025-02-03
7842;27;Unisex;40;Казань;ACTIVE;2025-03-12
7843;63;Unisex;42;Нижний Новгород;PREMIUM;2025-03-21
7844;19;Unisex;54;Москва;ACTIVE;2025-04-03
7845;31;F;50;Екатеринбург;ACTIVE;2025-03-01
7846;60;M;44;СПб;ACTIVE;2025-02-19
7847;36;Unisex;40;СПб;PREMIUM;2025-02-03
7848;65;M;40;Нижний Новгород;PREMIUM;2025-01-09
7849;33;F;46;Нижний Новгород;INACTIVE;2025-01-07
7850;34;M;50;Челябинск;INACTIVE;2025-03-20
7851;22;F;46;Новосибирск;PREMIUM;2025-02-17
7852;47;F;56;Новосибирск;ACTIVE;2025-04-04
7853;64;Unisex;46;Челябинск;ACTIVE;2025-04-01
7854;39;F;50;Екатеринбург;INACTIVE;2025-03-25
7855;23;F;40;Нижний Новгород;INACTIVE;2025-02-21
7856;33;F;46;Казань;ACTIVE;2025-03-07
7857;60;F;56;Челябинск;ACTIVE;2025-02-04
7858;38;M;56;Нижний Новгород;INACTIVE;2025-02-28
7859;19;F;52;Новосибирск;ACTIVE;2025-04-10
7860;67;F;54;Челябинск;PREMIUM;2025-02-01
7861;23;F;46;Челябинск;PREMIUM;2025-04-05
7862;25;F;52;Москва;INACTIVE;2025-02-19
7863;56;Unisex;44;Екатеринбург;ACTIVE;2025-01-10
7864;22;Unisex;52;Челябинск;ACTIVE;2025-03-14
7865;64;F;54;Новосибирск;ACTIVE;2025-01-26
7866;37;F;40;Екатеринбург;ACTIVE;2025-03-09
7867;38;M;40;Нижний Новгород;ACTIVE;2025-01-27
7868;62;M;44;Екатеринбург;ACTIVE;2025-02-06
7869;20;F;50;Новосибирск;ACTIVE;2025-04-10
7870;68;F;42;Челябинск;PREMIUM;2025-02-18
7871;53;M;46;Москва;ACTIVE;2025-02-14
7872;59;Unisex;46;Казань;INACTIVE;2025-04-06
7873;36;M;48;Нижний Новгород;PREMIUM;2025-01-31
7874;36;F;56;Казань;ACTIVE;2025-04-06
7875;21;M;46;Екатеринбург;PREMIUM;2025-03-16
7876;61;F;44;Москва;INACTIVE;2025-04-07
7877;55;M;42;Новосибирск;INACTIVE;2025-04-07
7878;23;F;54;Москва;PREMIUM;2025-03-19
7879;43;F;54;Казань;INACTIVE;2025-01-05
7880;27;F;52;СПб;ACTIVE;2025-04-09
7881;25;F;50;СПб;ACTIVE;2025-02-27
7882;45;F;46;Москва;PREMIUM;2025-03-03
7883;23;F;44;Москва;INACTIVE;2025-04-06
7884;36;F;44;Москва;ACTIVE;2025-02-16
7885;19;M;46;СПб;PREMIUM;2025-01-14
7886;56;M;52;Москва;ACTIVE;2025-03-09
7887;28;M;46;Челябинск;ACTIVE;2025-02-22
7888;40;F;48;Новосибирск;PREMIUM;2025-01-14
7889;18;F;46;Екатеринбург;PREMIUM;2025-01-04
7890;49;F;46;Челябинск;ACTIVE;2025-01-31
7891;66;M;56;Казань;ACTIVE;2025-01-06
7892;18;F;44;СПб;PREMIUM;2025-01-16
7893;52;F;48;СПб;ACTIVE;2025-04-02
7894;33;F;54;Казань;INACTIVE;2025-01-10
7895;41;F;40;Челябинск;INACTIVE;2025-01-13
7896;53;Unisex;54;Нижний Новгород;ACTIVE;2025-02-21
7897;22;F;54;Челябинск;ACTIVE;2025-04-09
7898;29;Unisex;46;Казань;ACTIVE;2025-01-31
7899;41;F;54;Казань;ACTIVE;2025-02-13
7900;69;M;50;Нижний Новгород;ACTIVE;2025-03-05
7901;32;M;56;Екатеринбург;ACTIVE;2025-04-04
7902;62;F;48;Нижний Новгород;INACTIVE;2025-03-10
7903;28;F;56;Нижний Новгород;INACTIVE;2025-03-18
7904;59;F;42;СПб;ACTIVE;2025-02-15
7905;53;F;46;Нижний Новгород;INACTIVE;2025-02-25
7906;52;F;56;Новосибирск;ACTIVE;2025-03-25
7907;50;F;48;Екатеринбург;PREMIUM;2025-03-16
7908;47;F;48;Москва;INACTIVE;2025-04-08
7909;29;F;56;Екатеринбург;ACTIVE;2025-01-26
7910;31;F;50;СПб;ACTIVE;2025-01-27
7911;27;M;56;Москва;ACTIVE;2025-01-27
7912;58;F;50;Казань;PREMIUM;2025-02-15
7913;30;F;54;СПб;ACTIVE;2025-02-28
7914;59;F;40;Екатеринбург;PREMIUM;2025-03-24
7915;28;F;50;Казань;ACTIVE;2025-02-04
7916;59;F;52;Новосибирск;INACTIVE;2025-03-27
7917;50;M;46;Москва;INACTIVE;2025-01-28
7918;68;Unisex;42;Нижний Новгород;ACTIVE;2025-01-02
7919;38;M;44;Казань;ACTIVE;2025-02-21
7920;22;F;46;Екатеринбург;PREMIUM;2025-02-21
7921;60;F;42;Москва;ACTIVE;2025-03-13
7922;55;F;52;СПб;ACTIVE;2025-03-07
7923;36;F;42;Казань;INACTIVE;2025-04-02
7924;45;F;42;Казань;INACTIVE;2025-01-14
7925;60;M;40;Екатеринбург;ACTIVE;2025-03-19
7926;20;Unisex;50;Нижний Новгород;ACTIVE;2025-04-01
7927;39;F;52;Челябинск;ACTIVE;2025-01-22
7928;55;M;40;Нижний Новгород;ACTIVE;2025-03-21
7929;44;F;56;Новосибирск;ACTIVE;2025-01-29
7930;42;F;46;Екатеринбург;INACTIVE;2025-02-07
7931;27;F;48;Екатеринбург;PREMIUM;2025-01-23
7932;47;F;42;Новосибирск;ACTIVE;2025-01-03
7933;55;F;42;Екатеринбург;ACTIVE;2025-04-02
7934;47;M;52;Челябинск;ACTIVE;2025-01-06
7935;22;M;56;Москва;INACTIVE;2025-04-05
7936;43;F;56;СПб;ACTIVE;2025-04-05
7937;20;M;44;Новосибирск;PREMIUM;2025-01-29
7938;52;F;44;Нижний Новгород;ACTIVE;2025-01-03
7939;50;Unisex;44;СПб;PREMIUM;2025-01-02
7940;60;F;50;Москва;INACTIVE;2025-01-22
7941;46;M;48;Новосибирск;INACTIVE;2025-03-21
7942;68;F;46;Новосибирск;PREMIUM;2025-01-08
7943;60;M;42;Казань;ACTIVE;2025-03-17
7944;18;F;50;Новосибирск;ACTIVE;2025-03-04
7945;39;M;50;Москва;INACTIVE;2025-03-26
7946;43;M;50;Новосибирск;ACTIVE;2025-02-03
7947;46;F;56;Нижний Новгород;INACTIVE;2025-01-21
7948;25;F;48;Казань;ACTIVE;2025-01-20
7949;33;M;56;Нижний Новгород;INACTIVE;2025-01-05
7950;48;M;48;СПб;ACTIVE;2025-03-06
7951;41;F;52;Челябинск;ACTIVE;2025-03-25
7952;48;M;46;СПб;ACTIVE;2025-02-08
7953;52;M;42;Челябинск;PREMIUM;2025-02-26
7954;33;F;56;СПб;ACTIVE;2025-03-29
7955;47;Unisex;50;Москва;INACTIVE;2025-04-03
7956;23;F;52;Казань;PREMIUM;2025-03-23
7957;35;F;50;Екатеринбург;INACTIVE;2025-04-02
7958;24;M;50;СПб;INACTIVE;2025-02-26
7959;18;Unisex;56;Екатеринбург;INACTIVE;2025-04-07
7960;59;M;52;Казань;ACTIVE;2025-01-08
7961;24;Unisex;42;СПб;PREMIUM;2025-01-18
7962;48;F;40;Казань;ACTIVE;2025-01-31
7963;24;M;48;Челябинск;ACTIVE;2025-01-23
7964;27;M;50;СПб;PREMIUM;2025-01-29
7965;19;F;44;СПб;INACTIVE;2025-02-09
7966;66;F;52;Челябинск;PREMIUM;2025-01-04
7967;69;M;46;Челябинск;PREMIUM;2025-03-26
7968;38;M;40;Челябинск;ACTIVE;2025-03-12
7969;44;Unisex;52;Нижний Новгород;ACTIVE;2025-02-19
7970;62;F;52;Нижний Новгород;ACTIVE;2025-02-07
7971;24;M;48;СПб;INACTIVE;2025-03-15
7972;32;M;40;Челябинск;INACTIVE;2025-02-21
7973;58;F;44;Казань;INACTIVE;2025-03-09
7974;25;M;42;Нижний Новгород;ACTIVE;2025-02-03
7975;38;F;46;Нижний Новгород;INACTIVE;2025-01-04
7976;23;M;46;Казань;ACTIVE;2025-02-24
7977;54;Unisex;56;Челябинск;INACTIVE;2025-04-06
7978;48;M;56;Челябинск;PREMIUM;2025-03-05
7979;30;F;52;Новосибирск;INACTIVE;2025-02-27
7980;65;F;44;СПб;ACTIVE;2025-03-06
7981;67;M;54;Новосибирск;ACTIVE;2025-01-14
7982;23;F;54;Казань;ACTIVE;2025-03-29
7983;30;F;40;Новосибирск;ACTIVE;2025-01-29
7984;69;F;40;СПб;ACTIVE;2025-03-26
7985;32;F;44;Екатеринбург;ACTIVE;2025-02-12
7986;40;M;40;Москва;INACTIVE;2025-02-08
7987;34;F;50;Нижний Новгород;INACTIVE;2025-03-22
7988;65;M;40;Казань;INACTIVE;2025-01-02
7989;60;F;48;Казань;PREMIUM;2025-03-11
7990;28;F;40;Казань;ACTIVE;2025-02-20
7991;59;F;50;Нижний Новгород;ACTIVE;2025-02-18
7992;31;F;52;Казань;ACTIVE;2025-03-09
7993;25;F;52;Челябинск;ACTIVE;2025-03-28
7994;48;F;54;СПб;PREMIUM;2025-01-27
7995;25;M;40;Нижний Новгород;INACTIVE;2025-04-05
7996;30;M;44;Москва;ACTIVE;2025-02-21
7997;63;M;44;СПб;INACTIVE;2025-02-09
7998;22;M;50;Нижний Новгород;ACTIVE;2025-03-11
7999;31;F;40;Новосибирск;ACTIVE;2025-03-12
8000;36;M;42;Казань;INACTIVE;2025-03-04
8001;28;F;50;Екатеринбург;INACTIVE;2025-02-14
8002;19;Unisex;42;СПб;INACTIVE;2025-04-02
8003;40;F;56;Казань;ACTIVE;2025-02-18
8004;49;F;42;Челябинск;ACTIVE;2025-02-16
8005;38;M;56;СПб;INACTIVE;2025-04-03
8006;57;F;44;СПб;INACTIVE;2025-01-22
8007;64;M;52;Екатеринбург;INACTIVE;2025-03-28
8008;22;F;54;Казань;ACTIVE;2025-03-01
8009;42;F;52;Москва;ACTIVE;2025-04-04
8010;56;M;40;Екатеринбург;ACTIVE;2025-02-24
8011;60;Unisex;40;Нижний Новгород;INACTIVE;2025-01-23
8012;61;M;48;Челябинск;INACTIVE;2025-01-05
8013;47;F;46;Челябинск;ACTIVE;2025-01-20
8014;29;F;54;Новосибирск;INACTIVE;2025-02-10
8015;24;Unisex;52;Нижний Новгород;ACTIVE;2025-01-25
8016;24;Unisex;42;Казань;PREMIUM;2025-02-11
8017;69;M;50;Екатеринбург;ACTIVE;2025-01-25
8018;69;F;50;Москва;ACTIVE;2025-02-09
8019;30;F;44;Новосибирск;INACTIVE;2025-01-15
8020;38;F;54;СПб;ACTIVE;2025-01-21
8021;47;M;56;СПб;ACTIVE;2025-01-31
8022;66;F;48;Челябинск;PREMIUM;2025-02-23
8023;32;M;48;Казань;ACTIVE;2025-03-22
8024;58;F;56;Челябинск;INACTIVE;2025-03-09
8025;51;F;52;Челябинск;ACTIVE;2025-02-13
8026;22;M;42;Казань;ACTIVE;2025-03-30
8027;60;F;40;Казань;ACTIVE;2025-04-04
8028;57;F;46;Новосибирск;INACTIVE;2025-03-19
8029;51;M;48;Нижний Новгород;INACTIVE;2025-03-16
8030;23;F;54;Казань;ACTIVE;2025-01-31
8031;39;F;44;Челябинск;PREMIUM;2025-03-03
8032;21;F;46;СПб;PREMIUM;2025-03-18
8033;66;F;44;Челябинск;ACTIVE;2025-02-04
8034;39;F;40;СПб;ACTIVE;2025-01-24
8035;32;F;54;Екатеринбург;INACTIVE;2025-01-22
8036;61;F;46;Нижний Новгород;INACTIVE;2025-03-04
8037;54;F;50;Екатеринбург;INACTIVE;2025-02-11
8038;62;F;48;Челябинск;ACTIVE;2025-03-04
8039;65;M;46;Нижний Новгород;ACTIVE;2025-01-30
8040;65;M;52;Челябинск;ACTIVE;2025-02-27
8041;27;F;54;Нижний Новгород;INACTIVE;2025-04-02
8042;36;Unisex;56;Казань;INACTIVE;2025-04-06
8043;49;F;50;Новосибирск;ACTIVE;2025-01-11
8044;44;F;50;Екатеринбург;INACTIVE;2025-03-19
8045;27;M;46;Челябинск;ACTIVE;2025-04-04
8046;55;M;42;Челябинск;INACTIVE;2025-02-08
8047;30;F;56;Нижний Новгород;ACTIVE;2025-04-08
8048;39;F;48;Нижний Новгород;ACTIVE;2025-02-04
8049;30;F;40;СПб;PREMIUM;2025-03-10
8050;40;F;40;Челябинск;PREMIUM;2025-03-03
8051;26;F;48;Новосибирск;ACTIVE;2025-02-13
8052;57;M;50;Челябинск;ACTIVE;2025-01-24
8053;20;F;52;Новосибирск;ACTIVE;2025-02-24
8054;25;F;46;Москва;ACTIVE;2025-02-15
8055;31;F;50;Москва;ACTIVE;2025-03-10
8056;36;F;42;Нижний Новгород;ACTIVE;2025-02-03
8057;60;F;52;Москва;ACTIVE;2025-01-11
8058;42;F;40;Екатеринбург;ACTIVE;2025-01-01
8059;18;F;46;Екатеринбург;INACTIVE;2025-03-28
8060;38;F;52;Челябинск;ACTIVE;2025-03-22
8061;34;F;54;Москва;ACTIVE;2025-02-16
8062;49;Unisex;50;Челябинск;INACTIVE;2025-01-15
8063;48;M;40;Челябинск;ACTIVE;2025-03-28
8064;45;M;56;Казань;PREMIUM;2025-03-17
8065;66;M;54;СПб;ACTIVE;2025-02-23
8066;69;F;54;Челябинск;ACTIVE;2025-04-01
8067;67;F;44;Екатеринбург;ACTIVE;2025-01-01
8068;42;F;56;Екатеринбург;PREMIUM;2025-01-01
8069;56;F;50;Казань;INACTIVE;2025-01-27
8070;57;M;44;Екатеринбург;INACTIVE;2025-01-24
8071;47;M;48;СПб;PREMIUM;2025-01-01
8072;52;M;46;Новосибирск;ACTIVE;2025-03-26
8073;67;M;56;Москва;ACTIVE;2025-01-11
8074;40;M;56;Екатеринбург;ACTIVE;2025-01-01
8075;31;F;46;Москва;INACTIVE;2025-01-07
8076;50;M;48;Екатеринбург;ACTIVE;2025-01-05
8077;52;F;40;Казань;ACTIVE;2025-02-04
8078;57;F;50;СПб;ACTIVE;2025-02-13
8079;52;M;52;СПб;INACTIVE;2025-04-01
8080;19;F;52;Новосибирск;INACTIVE;2025-01-29
8081;54;Unisex;48;Казань;ACTIVE;2025-01-06
8082;34;Unisex;50;Челябинск;PREMIUM;2025-02-09
8083;19;F;50;Новосибирск;PREMIUM;2025-03-02
8084;21;F;54;Нижний Новгород;ACTIVE;2025-03-07
8085;60;F;42;Нижний Новгород;INACTIVE;2025-01-01
8086;63;M;44;Челябинск;ACTIVE;2025-01-10
8087;66;F;56;Москва;ACTIVE;2025-04-08
8088;41;F;48;Челябинск;ACTIVE;2025-02-22
8089;42;F;56;Москва;ACTIVE;2025-01-18
8090;63;F;54;Нижний Новгород;INACTIVE;2025-01-11
8091;25;F;48;Екатеринбург;INACTIVE;2025-02-12
8092;35;M;54;Новосибирск;PREMIUM;2025-01-12
8093;46;M;54;Казань;ACTIVE;2025-03-04
8094;66;M;46;Екатеринбург;INACTIVE;2025-04-07
8095;54;M;52;СПб;INACTIVE;2025-03-26
8096;49;M;56;Нижний Новгород;PREMIUM;2025-02-05
8097;28;M;46;Казань;PREMIUM;2025-03-16
8098;23;F;42;Екатеринбург;ACTIVE;2025-04-04
8099;60;F;54;Новосибирск;PREMIUM;2025-01-18
8100;56;M;56;Екатеринбург;ACTIVE;2025-03-21
8101;62;F;48;Екатеринбург;INACTIVE;2025-01-21
8102;29;F;44;Нижний Новгород;INACTIVE;2025-02-06
8103;47;F;42;СПб;ACTIVE;2025-04-03
8104;29;M;56;Москва;ACTIVE;2025-02-15
8105;27;M;48;Нижний Новгород;PREMIUM;2025-03-05
8106;58;F;48;Москва;ACTIVE;2025-03-06
8107;33;M;46;Казань;ACTIVE;2025-03-10
8108;31;F;54;СПб;ACTIVE;2025-02-13
8109;19;F;42;СПб;PREMIUM;2025-02-20
8110;37;Unisex;46;СПб;PREMIUM;2025-03-31
8111;41;F;56;Челябинск;ACTIVE;2025-02-14
8112;63;F;52;Казань;PREMIUM;2025-03-20
8113;35;F;46;СПб;PREMIUM;2025-04-05
8114;62;F;42;Челябинск;INACTIVE;2025-02-07
8115;57;M;42;Казань;INACTIVE;2025-01-16
8116;31;F;46;Челябинск;ACTIVE;2025-01-19
8117;64;F;44;Новосибирск;ACTIVE;2025-02-07
8118;38;M;52;Челябинск;PREMIUM;2025-04-02
8119;30;F;54;Москва;INACTIVE;2025-02-18
8120;60;F;44;Москва;INACTIVE;2025-03-30
8121;18;F;46;Екатеринбург;ACTIVE;2025-03-14
8122;22;M;46;Москва;ACTIVE;2025-01-27
8123;18;Unisex;56;СПб;PREMIUM;2025-02-12
8124;44;F;40;Москва;ACTIVE;2025-04-05
8125;33;F;50;Новосибирск;ACTIVE;2025-02-28
8126;34;Unisex;56;СПб;PREMIUM;2025-01-18
8127;66;M;52;Нижний Новгород;PREMIUM;2025-01-18
8128;44;F;42;Москва;INACTIVE;2025-01-25
8129;51;F;52;Казань;ACTIVE;2025-02-04
8130;51;F;46;Казань;INACTIVE;2025-03-01
8131;40;F;52;Новосибирск;INACTIVE;2025-01-13
8132;29;F;46;Москва;INACTIVE;2025-01-03
8133;26;F;48;Новосибирск;ACTIVE;2025-02-21
8134;54;M;40;Нижний Новгород;ACTIVE;2025-03-08
8135;20;F;48;Москва;ACTIVE;2025-01-18
8136;26;F;50;Казань;ACTIVE;2025-04-01
8137;34;F;44;Казань;ACTIVE;2025-03-27
8138;66;F;54;Челябинск;PREMIUM;2025-02-16
8139;53;F;52;Екатеринбург;ACTIVE;2025-03-07
8140;53;F;42;Челябинск;ACTIVE;2025-01-08
8141;47;F;48;Екатеринбург;PREMIUM;2025-03-26
8142;50;M;56;Казань;PREMIUM;2025-03-01
8143;61;F;44;Нижний Новгород;ACTIVE;2025-02-07
8144;47;F;48;Казань;ACTIVE;2025-01-04
8145;58;F;50;Казань;ACTIVE;2025-02-10
8146;29;F;44;Москва;ACTIVE;2025-02-01
8147;59;F;48;СПб;PREMIUM;2025-03-28
8148;55;F;40;Челябинск;ACTIVE;2025-01-05
8149;35;F;42;Москва;PREMIUM;2025-03-24
8150;57;M;40;Челябинск;PREMIUM;2025-03-13
8151;38;F;40;Нижний Новгород;ACTIVE;2025-03-19
8152;65;M;56;Новосибирск;ACTIVE;2025-03-13
8153;47;F;42;СПб;ACTIVE;2025-01-08
8154;30;F;50;Челябинск;ACTIVE;2025-02-15
8155;43;F;44;СПб;ACTIVE;2025-03-16
8156;47;M;54;Новосибирск;ACTIVE;2025-03-28
8157;27;F;54;Казань;PREMIUM;2025-02-13
8158;42;M;50;Казань;INACTIVE;2025-03-15
8159;22;F;54;Нижний Новгород;ACTIVE;2025-02-13
8160;62;F;52;Челябинск;ACTIVE;2025-01-24
8161;65;M;56;Екатеринбург;PREMIUM;2025-01-21
8162;22;F;44;Москва;ACTIVE;2025-02-28
8163;18;F;44;Москва;PREMIUM;2025-03-24
8164;47;F;54;Екатеринбург;INACTIVE;2025-04-05
8165;59;F;46;Новосибирск;ACTIVE;2025-03-11
8166;49;F;40;Новосибирск;ACTIVE;2025-03-01
8167;26;M;40;Нижний Новгород;PREMIUM;2025-02-21
